,日期,天气状况,气温,风力风向
3391,2020年04月12日,晴/晴,23℃/7℃,北风3-4级/北风3-4级
3392,2020年04月13日,晴/晴,26℃/10℃,南风1-2级/南风1-2级
3393,2020年04月14日,多云/多云,26℃/11℃,南风1-2级/南风1-2级
3394,2020年04月15日,多云/中雨,26℃/11℃,南风1-2级/南风1-2级
3395,2020年04月16日,浮尘/多云,21℃/11℃,西北风4-5级/西北风4-5级
3396,2020年04月17日,多云/晴,22℃/8℃,北风4-5级/北风4-5级
3397,2020年04月18日,多云/阴,22℃/12℃,南风1-2级/南风1-2级
3398,2020年04月19日,小雨/小雨,23℃/10℃,西南风3-4级/西南风3-4级
3399,2020年04月20日,晴/晴,17℃/4℃,西北风4-5级/西北风4-5级
3400,2020年04月21日,晴/晴,15℃/4℃,西北风5-6级/西北风5-6级
3401,2020年04月22日,晴/晴,16℃/6℃,北风4-5级/北风4-5级
3402,2020年04月23日,晴/晴,19℃/7℃,西北风3-4级/西北风3-4级
3403,2020年04月24日,浮尘/晴,28℃/11℃,西风3-4级/西风3-4级
3404,2020年04月25日,多云/晴,22℃/9℃,西北风3-4级/西北风3-4级
3405,2020年04月26日,多云/多云,22℃/8℃,东北风1-2级/东北风1-2级
3406,2020年04月27日,晴/晴,24℃/11℃,西南风3-4级/西南风3-4级
3407,2020年04月28日,晴/晴,29℃/16℃,西南风3-4级/西南风3-4级
3408,2020年04月29日,晴/晴,31℃/15℃,南风1-2级/南风1-2级
3409,2020年04月30日,晴/晴,33℃/17℃,南风1-2级/南风1-2级
3410,2020年05月01日,晴/晴,35℃/21℃,南风3-4级/南风3-4级
3411,2020年05月02日,晴/晴,34℃/19℃,东南风3-4级/东南风3-4级
3412,2020年05月03日,雷阵雨/雷阵雨,28℃/13℃,东风3-4级/东风3-4级
3413,2020年05月04日,小雨/雾,20℃/10℃,西南风1-2级/西南风1-2级
3414,2020年05月05日,晴/晴,26℃/13℃,西南风3-4级/西南风3-4级
3415,2020年05月06日,多云/多云,25℃/15℃,东南风3-4级/东南风3-4级
3416,2020年05月07日,小雨/小雨,20℃/13℃,南风1-2级/南风1-2级
3417,2020年05月08日,小雨/多云,17℃/10℃,东风3-4级/东风3-4级
3418,2020年05月09日,阴/晴,20℃/13℃,西南风1-2级/西南风1-2级
3419,2020年05月10日,多云/晴,25℃/14℃,西北风4-5级/西北风4-5级
3420,2020年05月11日,多云/晴,28℃/13℃,西南风4-5级/西南风4-5级
3421,2020年05月12日,晴/晴,28℃/12℃,西南风3-4级/西南风3-4级
3422,2020年05月13日,晴/多云,30℃/18℃,南风3-4级/南风3-4级
3423,2020年05月14日,多云/多云,30℃/15℃,东南风3-4级/东南风3-4级
3424,2020年05月15日,多云/雷阵雨,26℃/15℃,东南风1-2级/东南风1-2级
3425,2020年05月16日,浮尘/多云,26℃/13℃,西北风3-4级/西北风3-4级
3426,2020年05月17日,多云/多云,23℃/14℃,南风3-4级/南风3-4级
3427,2020年05月18日,多云/晴,27℃/15℃,西北风4-5级/西北风4-5级
3428,2020年05月19日,晴/晴,29℃/14℃,西南风3-4级/西南风3-4级
3429,2020年05月20日,多云/多云,29℃/16℃,东北风1-2级/东北风1-2级
3430,2020年05月21日,雷阵雨/多云,23℃/15℃,东北风1-2级/东北风1-2级
3431,2020年05月22日,多云/小雨,30℃/17℃,西北风1-2级/西北风1-2级
3432,2020年05月23日,雷阵雨/多云,27℃/16℃,西北风3-4级/西北风3-4级
3433,2020年05月24日,晴/晴,29℃/17℃,西南风1-2级/西南风1-2级
3434,2020年05月25日,雷阵雨/多云,25℃/13℃,东北风1-2级/东北风1-2级
3435,2020年05月26日,多云/多云,28℃/15℃,北风1-2级/北风1-2级
3436,2020年05月27日,晴/晴,29℃/16℃,西北风3-4级/西北风3-4级
3437,2020年05月28日,多云/晴,32℃/17℃,南风1-2级/南风1-2级
3438,2020年05月29日,多云/多云,33℃/21℃,东南风3-4级/东南风3-4级
3439,2020年05月30日,雷阵雨/雷阵雨,30℃/18℃,南风4-5级/南风4-5级
3440,2020年05月31日,晴/晴,29℃/16℃,西北风3-4级/西北风3-4级
3441,2020年06月01日,雷阵雨/多云,30℃/16℃,西南风4-5级/西南风4-5级
3442,2020年06月02日,晴/晴,32℃/21℃,南风3-4级/南风3-4级
3443,2020年06月03日,浮尘/晴,34℃/19℃,北风3-4级/北风3-4级
3444,2020年06月04日,多云/多云,30℃/17℃,东南风1-2级/东南风1-2级
3445,2020年06月05日,晴/晴,30℃/17℃,东南风1-2级/东南风1-2级
3446,2020年06月06日,晴/多云,31℃/19℃,东南风1-2级/东南风1-2级
3447,2020年06月07日,晴/晴,36℃/25℃,西南风3-4级/西南风3-4级
3448,2020年06月08日,多云/多云,38℃/26℃,西南风3-4级/西南风3-4级
3449,2020年06月09日,阴/雷阵雨,30℃/22℃,东北风1-2级/东北风1-2级
3450,2020年06月10日,晴/晴,35℃/22℃,西南风1-2级/西南风1-2级
3451,2020年06月11日,雷阵雨/雷阵雨,31℃/21℃,东北风1-2级/东北风1-2级
3452,2020年06月12日,晴/多云,34℃/23℃,南风1-2级/南风1-2级
3453,2020年06月13日,雷阵雨/多云,34℃/23℃,西北风4-5级/西北风4-5级
3454,2020年06月14日,晴/晴,35℃/22℃,北风1-2级/北风1-2级
3455,2020年06月15日,晴/晴,37℃/22℃,西南风1-2级/西南风1-2级
3456,2020年06月16日,多云/多云,35℃/24℃,西南风3-4级/西南风3-4级
3457,2020年06月17日,多云/阴,30℃/22℃,西南风3-4级/西南风3-4级
3458,2020年06月18日,阴/多云,33℃/22℃,东风3-4级/东风3-4级
3459,2020年06月19日,晴/晴,34℃/24℃,西南风3-4级/西南风3-4级
3460,2020年06月20日,雷阵雨/雷阵雨,34℃/25℃,南风3-4级/南风3-4级
3461,2020年06月21日,晴/晴,35℃/25℃,南风3-4级/南风3-4级
3462,2020年06月22日,多云/多云,34℃/24℃,南风3-4级/南风3-4级
3463,2020年06月23日,多云/多云,33℃/22℃,东南风1-2级/东南风1-2级
3464,2020年06月24日,阴/雷阵雨,31℃/22℃,南风1-2级/南风1-2级
3465,2020年06月25日,雷阵雨/雷阵雨,27℃/20℃,东南风3-4级/东南风3-4级
3466,2020年06月26日,多云/多云,29℃/19℃,西南风1-2级/西南风1-2级
3467,2020年06月27日,多云/多云,31℃/22℃,东风1-2级/东风1-2级
3468,2020年06月28日,多云/雷阵雨,31℃/22℃,南风1-2级/南风1-2级
3469,2020年06月29日,小雨/小雨,30℃/22℃,东北风1-2级/东北风1-2级
3470,2020年06月30日,多云/多云,33℃/21℃,西南风1-2级/西南风1-2级
3471,2020年07月01日,雷阵雨/雷阵雨,33℃/22℃,南风1-2级/南风1-2级
3472,2020年07月02日,雷阵雨/中雨,27℃/21℃,东风1-2级/东风1-2级
3473,2020年07月03日,小雨/多云,26℃/20℃,东北风1-2级/东北风1-2级
3474,2020年07月04日,多云/雷阵雨,29℃/22℃,南风3-4级/南风3-4级
3475,2020年07月04日,多云/雷阵雨,29℃/22℃,南风3-4级/南风3-4级
3476,2020年07月05日,雷阵雨/多云,30℃/22℃,西南风1-2级/西南风1-2级
3477,2020年07月05日,雷阵雨/多云,30℃/22℃,西南风1-2级/西南风1-2级
3478,2020年07月06日,雷阵雨/多云,31℃/21℃,东南风1-2级/东南风1-2级
3479,2020年07月07日,晴/多云,33℃/21℃,北风1-2级/北风1-2级
3480,2020年07月08日,多云/雷阵雨,33℃/22℃,东南风1-2级/东南风1-2级
3481,2020年07月09日,雷阵雨/小雨,26℃/20℃,北风1-2级/北风1-2级
3482,2020年07月10日,多云/阴,28℃/22℃,西南风1-2级/西南风1-2级
3483,2020年07月11日,阴/雷阵雨,27℃/22℃,东风1-2级/东风1-2级
3484,2020年07月12日,雷阵雨/阴,27℃/22℃,北风1-2级/北风1-2级
3485,2020年07月13日,雷阵雨/多云,29℃/22℃,北风1-2级/北风1-2级
3486,2020年07月14日,多云/多云,31℃/22℃,西南风1-2级/西南风1-2级
3487,2020年07月15日,多云/多云,32℃/22℃,西南风1-2级/西南风1-2级
3488,2020年07月16日,多云/雷阵雨,33℃/25℃,西南风3-4级/西南风3-4级
3489,2020年07月17日,雷阵雨/雷阵雨,31℃/24℃,西南风3-4级/西南风3-4级
3490,2020年07月18日,雷阵雨/雷阵雨,30℃/22℃,东风1-2级/东风1-2级
3491,2020年07月19日,晴/晴,33℃/20℃,北风1-2级/北风1-2级
3492,2020年07月20日,晴/晴,35℃/24℃,西南风1-2级/西南风1-2级
3493,2020年07月21日,晴/多云,34℃/22℃,南风3-4级/南风3-4级
3494,2020年07月22日,多云/多云,34℃/22℃,东南风1-2级/东南风1-2级
3495,2020年07月23日,多云/多云,34℃/22℃,东风1-2级/东风1-2级
3496,2020年07月24日,晴/晴,37℃/24℃,西南风1-2级/西南风1-2级
3497,2020年07月25日,多云/多云,35℃/26℃,西南风1-2级/西南风1-2级
3498,2020年07月26日,小雨/中雨,27℃/23℃,南风1-2级/南风1-2级
3499,2020年07月27日,雷阵雨/雷阵雨,25℃/21℃,西南风1-2级/西南风1-2级
3500,2020年07月28日,雷阵雨/雷阵雨,30℃/22℃,西南风1-2级/西南风1-2级
3501,2020年07月29日,多云/多云,31℃/24℃,西南风1-2级/西南风1-2级
3502,2020年07月30日,多云/多云,33℃/25℃,西南风1-2级/西南风1-2级
3503,2020年07月31日,雷阵雨/阴,33℃/24℃,南风1-2级/南风1-2级
3504,2020年08月01日,雷阵雨/雷阵雨,32℃/25℃,西南风1-2级/西南风1-2级
3505,2020年08月02日,雷阵雨/雷阵雨,33℃/22℃,东风3-4级/东风3-4级
3506,2020年08月03日,多云/晴,35℃/24℃,南风1-2级/南风1-2级
3507,2020年08月04日,多云/多云,36℃/26℃,北风1-2级/北风1-2级
3508,2020年08月05日,雷阵雨/阴,32℃/25℃,东北风1-2级/东北风1-2级
3509,2020年08月06日,小雨/多云,32℃/23℃,南风1-2级/南风1-2级
3510,2020年08月07日,多云/多云,32℃/22℃,东南风1-2级/东南风1-2级
3511,2020年08月08日,阴/多云,32℃/23℃,西风1-2级/西风1-2级
3512,2020年08月09日,多云/雷阵雨,33℃/22℃,西南风1-2级/西南风1-2级
3513,2020年08月10日,雷阵雨/多云,31℃/22℃,东北风1-2级/东北风1-2级
3514,2020年08月11日,多云/雷阵雨,33℃/25℃,西南风1-2级/西南风1-2级
3515,2020年08月12日,中雨/大雨,29℃/22℃,东南风3-4级/东南风3-4级
3516,2020年08月13日,晴/晴,33℃/21℃,西南风1-2级/西南风1-2级
3517,2020年08月14日,晴/多云,33℃/23℃,西南风1-2级/西南风1-2级
3518,2020年08月15日,阴/雷阵雨,30℃/23℃,西南风1-2级/西南风1-2级
3519,2020年08月16日,雷阵雨/雷阵雨,28℃/22℃,西南风1-2级/西南风1-2级
3520,2020年08月17日,多云/多云,28℃/23℃,西南风1-2级/西南风1-2级
3521,2020年08月18日,阴/小雨,29℃/23℃,西北风3-4级/西北风3-4级
3522,2020年08月19日,雷阵雨/雷阵雨,26℃/24℃,东北风1-2级/东北风1-2级
3523,2020年08月20日,多云/多云,27℃/23℃,东南风1-2级/东南风1-2级
3524,2020年08月21日,晴/晴,28℃/23℃,南风1-2级/南风1-2级
3525,2020年08月22日,多云/多云,28℃/19℃,西南风1-2级/西南风1-2级
3526,2020年08月23日,小雨/大雨,28℃/21℃,南风1-2级/南风1-2级
3527,2020年08月24日,小雨/晴,32℃/21℃,北风1-2级/北风1-2级
3528,2020年08月25日,晴/多云,32℃/22℃,南风1-2级/南风1-2级
3529,2020年08月26日,多云/多云,29℃/22℃,东风1-2级/东风1-2级
3530,2020年08月27日,多云/多云,31℃/19℃,东南风1-2级/东南风1-2级
3531,2020年08月28日,多云/多云,30℃/22℃,南风1-2级/南风1-2级
3532,2020年08月29日,小雨/阴,30℃/23℃,东南风1-2级/东南风1-2级
3533,2020年08月30日,阴/小雨,30℃/22℃,东南风1-2级/东南风1-2级
3534,2020年08月31日,小雨/晴,27℃/19℃,北风1-2级/北风1-2级
3535,2020年09月01日,雷阵雨/雷阵雨,32℃/20℃,西风1-2级/西风1-2级
3536,2020年09月02日,多云/多云,29℃/19℃,西北风3-4级/西北风3-4级
3537,2020年09月03日,多云/多云,28℃/17℃,北风1-2级/北风1-2级
3538,2020年09月04日,多云/小雨,29℃/17℃,西南风1-2级/西南风1-2级
3539,2020年09月05日,多云/多云,30℃/19℃,东北风1-2级/东北风1-2级
3540,2020年09月06日,多云/阴,30℃/20℃,东南风1-2级/东南风1-2级
3541,2020年09月07日,雷阵雨/多云,30℃/21℃,北风3-4级/北风3-4级
3542,2020年09月08日,多云/多云,30℃/19℃,西北风1-2级/西北风1-2级
3543,2020年09月09日,晴/多云,30℃/18℃,北风1-2级/北风1-2级
3544,2020年09月10日,小雨/多云,25℃/18℃,北风1-2级/北风1-2级
3545,2020年09月11日,多云/小雨,26℃/19℃,东北风1-2级/东北风1-2级
3546,2020年09月12日,小雨/小雨,26℃/18℃,东风3-4级/东风3-4级
3547,2020年09月13日,小雨/小雨,27℃/19℃,南风1-2级/南风1-2级
3548,2020年09月14日,阴/中雨,24℃/19℃,西南风1-2级/西南风1-2级
3549,2020年09月15日,雷阵雨/多云,24℃/17℃,西风3-4级/西风3-4级
3550,2020年09月16日,晴/晴,26℃/14℃,西风1-2级/西风1-2级
3551,2020年09月17日,晴/晴,26℃/13℃,西风3-4级/西风3-4级
3552,2020年09月18日,晴/晴,26℃/12℃,北风1-2级/北风1-2级
3553,2020年09月19日,晴/晴,28℃/14℃,西南风1-2级/西南风1-2级
3554,2020年09月20日,晴/多云,25℃/15℃,南风1-2级/南风1-2级
3555,2020年09月21日,雷阵雨/多云,25℃/16℃,南风1-2级/南风1-2级
3556,2020年09月22日,多云/多云,25℃/16℃,东北风1-2级/东北风1-2级
3557,2020年09月23日,小雨/中雨,20℃/16℃,东风1-2级/东风1-2级
3558,2020年09月24日,多云/多云,23℃/14℃,南风1-2级/南风1-2级
3559,2020年09月25日,晴/晴,24℃/14℃,东南风1-2级/东南风1-2级
3560,2020年09月26日,晴/晴,25℃/15℃,南风1-2级/南风1-2级
3561,2020年09月27日,多云/多云,25℃/15℃,南风1-2级/南风1-2级
3562,2020年09月28日,多云/中雨,26℃/14℃,南风1-2级/南风1-2级
3563,2020年09月29日,小雨/晴,18℃/9℃,东北风1-2级/东北风1-2级
3564,2020年09月30日,多云/小雨,21℃/12℃,南风1-2级/南风1-2级
3565,2020年10月01日,多云/晴,21℃/14℃,南风1-2级/南风1-2级
3566,2020年10月02日,晴/晴,22℃/8℃,西北风1-2级/西北风1-2级
3567,2020年10月03日,晴/晴,22℃/9℃,西北风3-4级/西北风3-4级
3568,2020年10月04日,晴/晴,19℃/8℃,西北风3-4级/西北风3-4级
3569,2020年10月05日,晴/晴,19℃/6℃,西南风1-2级/西南风1-2级
3570,2020年10月06日,晴/多云,20℃/10℃,西南风1-2级/西南风1-2级
3571,2020年10月07日,多云/晴,21℃/9℃,南风1-2级/南风1-2级
3572,2020年10月08日,多云/阴,20℃/11℃,南风1-2级/南风1-2级
3573,2020年10月09日,多云/晴,21℃/11℃,南风1-2级/南风1-2级
3574,2020年10月10日,多云/阴,22℃/12℃,南风1-2级/南风1-2级
3575,2020年10月11日,多云/多云,19℃/7℃,北风1-2级/北风1-2级
3576,2020年10月12日,晴/晴,18℃/6℃,南风1-2级/南风1-2级
3577,2020年10月13日,多云/多云,19℃/7℃,北风1-2级/北风1-2级
3578,2020年10月14日,多云/晴,15℃/5℃,东北风1-2级/东北风1-2级
3579,2020年10月15日,多云/多云,18℃/8℃,西南风1-2级/西南风1-2级
3580,2020年10月16日,晴/晴,19℃/5℃,北风3-4级/北风3-4级
3581,2020年10月17日,晴/晴,21℃/7℃,西南风1-2级/西南风1-2级
3582,2020年10月18日,晴/晴,21℃/5℃,东北风1-2级/东北风1-2级
3583,2020年10月19日,晴/多云,21℃/7℃,西南风1-2级/西南风1-2级
3584,2020年10月20日,多云/多云,18℃/8℃,南风3-4级/南风3-4级
3585,2020年10月21日,晴/晴,16℃/3℃,西北风3-4级/西北风3-4级
3586,2020年10月22日,晴/晴,16℃/3℃,北风1-2级/北风1-2级
3587,2020年10月23日,晴/晴,16℃/3℃,西南风1-2级/西南风1-2级
3588,2020年10月24日,晴/多云,18℃/7℃,西南风1-2级/西南风1-2级
3589,2020年10月25日,多云/多云,20℃/7℃,西南风1-2级/西南风1-2级
3590,2020年10月26日,晴/晴,22℃/7℃,北风3-4级/北风3-4级
3591,2020年10月27日,晴/晴,17℃/4℃,北风1-2级/北风1-2级
3592,2020年10月28日,晴/多云,18℃/4℃,北风1-2级/北风1-2级
3593,2020年10月29日,多云/晴,17℃/3℃,西南风1-2级/西南风1-2级
3594,2020年10月30日,多云/阴,18℃/7℃,南风1-2级/南风1-2级
3595,2020年10月31日,晴/晴,20℃/6℃,西北风1-2级/西北风1-2级
3596,2020年11月01日,晴/晴,18℃/3℃,西北风3-4级/西北风3-4级
3597,2020年11月02日,晴/晴,15℃/0℃,西北风3-4级/西北风3-4级
3598,2020年11月03日,晴/晴,13℃/0℃,西南风1-2级/西南风1-2级
3599,2020年11月04日,晴/晴,14℃/2℃,东南风1-2级/东南风1-2级
3600,2020年11月05日,多云/多云,16℃/4℃,西南风1-2级/西南风1-2级
3601,2020年11月06日,晴/晴,18℃/4℃,西北风1-2级/西北风1-2级
3602,2020年11月07日,晴/晴,18℃/3℃,西北风3-4级/西北风3-4级
3603,2020年11月08日,晴/晴,14℃/0℃,西南风1-2级/西南风1-2级
3604,2020年11月09日,晴/晴,16℃/2℃,西南风1-2级/西南风1-2级
3605,2020年11月10日,晴/晴,16℃/2℃,北风1-2级/北风1-2级
3606,2020年11月11日,晴/多云,16℃/4℃,南风1-2级/南风1-2级
3607,2020年11月12日,晴/晴,19℃/3℃,北风3-4级/北风3-4级
3608,2020年11月13日,晴/多云,15℃/3℃,东南风1-2级/东南风1-2级
3609,2020年11月14日,多云/多云,14℃/4℃,东南风1-2级/东南风1-2级
3610,2020年11月15日,多云/多云,16℃/5℃,西南风1-2级/西南风1-2级
3611,2020年11月16日,阴/阴,13℃/7℃,北风1-2级/北风1-2级
3612,2020年11月17日,阴/小雨,13℃/8℃,北风1-2级/北风1-2级
3613,2020年11月18日,中雨/小雨,10℃/4℃,东北风3-4级/东北风3-4级
3614,2020年11月19日,多云/多云,9℃/-2℃,东北风1-2级/东北风1-2级
3615,2020年11月20日,晴/小雪,8℃/-1℃,北风1-2级/北风1-2级
3616,2020年11月21日,小雪/多云,2℃/-2℃,东北风1-2级/东北风1-2级
3617,2020年11月22日,晴/晴,4℃/-5℃,西北风1-2级/西北风1-2级
3618,2020年11月23日,晴/多云,7℃/-3℃,西南风1-2级/西南风1-2级
3619,2020年11月24日,晴/晴,7℃/-3℃,南风1-2级/南风1-2级
3620,2020年11月25日,多云/多云,8℃/-4℃,北风1-2级/北风1-2级
3621,2020年11月26日,多云/多云,4℃/-4℃,东风1-2级/东风1-2级
3622,2020年11月27日,晴/晴,6℃/-4℃,西北风3-4级/西北风3-4级
3623,2020年11月28日,晴/多云,4℃/-4℃,西南风1-2级/西南风1-2级
3624,2020年11月29日,晴/晴,5℃/-4℃,西风1-2级/西风1-2级
3625,2020年11月30日,晴/晴,4℃/-5℃,北风1-2级/北风1-2级
3626,2020年12月01日,多云/阴,4℃/-4℃,南风1-2级/南风1-2级
3627,2020年12月02日,多云/晴,3℃/-4℃,东北风1-2级/东北风1-2级
3628,2020年12月03日,晴/晴,4℃/-4℃,西北风1-2级/西北风1-2级
3629,2020年12月03日,晴/晴,4℃/-4℃,西北风1-2级/西北风1-2级
3630,2020年12月04日,晴/晴,4℃/-6℃,西北风1-2级/西北风1-2级
3631,2020年12月05日,多云/多云,4℃/-5℃,西南风1-2级/西南风1-2级
3632,2020年12月06日,晴/晴,7℃/-4℃,西北风3-4级/西北风3-4级
3633,2020年12月07日,晴/晴,2℃/-7℃,西北风3-4级/西北风3-4级
3634,2020年12月08日,多云/多云,2℃/-6℃,南风1-2级/南风1-2级
3635,2020年12月09日,晴/晴,4℃/-5℃,西南风1-2级/西南风1-2级
3636,2020年12月10日,晴/晴,6℃/-4℃,西南风1-2级/西南风1-2级
3637,2020年12月11日,晴/晴,5℃/-6℃,南风1-2级/南风1-2级
3638,2020年12月12日,多云/多云,5℃/-5℃,南风1-2级/南风1-2级
3639,2020年12月13日,晴/晴,-1℃/-9℃,西北风1-2级/西北风1-2级
3640,2020年12月14日,晴/晴,-1℃/-9℃,西南风1-2级/西南风1-2级
3641,2020年12月15日,晴/晴,0℃/-8℃,西南风1-2级/西南风1-2级
3642,2020年12月16日,晴/晴,2℃/-8℃,西南风1-2级/西南风1-2级
3643,2020年12月17日,晴/晴,4℃/-6℃,西南风3-4级/西南风3-4级
3644,2020年12月18日,晴/晴,0℃/-9℃,北风3-4级/北风3-4级
3645,2020年12月19日,晴/晴,2℃/-7℃,西南风1-2级/西南风1-2级
3646,2020年12月20日,晴/晴,4℃/-7℃,北风1-2级/北风1-2级
3647,2020年12月21日,晴/晴,5℃/-8℃,西南风1-2级/西南风1-2级
